DATA_KEY,SERIES_NAME,SERIES_NAME_SHORT,QUANTITY,ORIG_UNIT,INFO,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
EE.BOD.CGLS.ZS,"Water pollution, clay and glass industry (share of total BOD emissions)",,,percent,"See 'Water pollution, chemical industry (% of total BOD emissions)'.","See 'Water pollution, chemical industry (% of total BOD emissions)'.",World Bank (WDI),raw,,,,EE.BOD.CGLS.ZS,,
EE.BOD.FOOD.ZS,"Water pollution, food industry (share of total BOD emissions)",,,percent,"See 'Water pollution, chemical industry (% of total BOD emissions)'.","See 'Water pollution, chemical industry (% of total BOD emissions)'.",World Bank (WDI),raw,,,,EE.BOD.FOOD.ZS,,
EE.BOD.MTAL.ZS,"Water pollution, metal industry (share of total BOD emissions)",,,percent,"See 'Water pollution, chemical industry (% of total BOD emissions)'.","See 'Water pollution, chemical industry (% of total BOD emissions)'.",World Bank (WDI),raw,,,,EE.BOD.MTAL.ZS,,
EE.BOD.OTHR.ZS,"Water pollution, other industry (share of total BOD emissions)",,,percent,"See 'Water pollution, chemical industry (% of total BOD emissions)'.","See 'Water pollution, chemical industry (% of total BOD emissions)'.",World Bank (WDI),raw,,,,EE.BOD.OTHR.ZS,,
EE.BOD.PAPR.ZS,"Water pollution, paper and pulp industry (share of total BOD emissions)",,,percent,"See 'Water pollution, chemical industry (% of total BOD emissions)'.","See 'Water pollution, chemical industry (% of total BOD emissions)'.",World Bank (WDI),raw,,,,EE.BOD.PAPR.ZS,,
EE.BOD.TXTL.ZS,"Water pollution, textile industry (share of total BOD emissions)",,,percent,"See 'Water pollution, chemical industry (% of total BOD emissions)'.","See 'Water pollution, chemical industry (% of total BOD emissions)'.",World Bank (WDI),raw,,,,EE.BOD.TXTL.ZS,,
EE.BOD.WOOD.ZS,"Water pollution, wood industry (share of total BOD emissions)",,,percent,"See 'Water pollution, chemical industry (% of total BOD emissions)'.","See 'Water pollution, chemical industry (% of total BOD emissions)'.",World Bank (WDI),raw,,,,EE.BOD.WOOD.ZS,,
FB.FS.GTCPE.KCD.NO,Food supply in crops primary equivalent (kcal/cap/day),Food supply in crops primary equivalent,,kcal/cap/day,Food supply in crops primary equivalent.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FB,664,2901,,,production
FB.PSQ.GTCPE.GCD.NO,Protein supply quantity in crops primary equivalent (g/cap/day),Protein supply quantity in crops primary equivalent,,g/cap/day,Protein supply quantity in crops primary equivalent.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FB,674,2901,,,production
FB.FSQ.GTCPE.GCD.NO,Fat supply quantity in crops primary equivalent (g/cap/day),Fat supply quantity in crops primary equivalent,,g/cap/day,Fat supply quantity in crops primary equivalent.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FB,684,2901,,,production
CTA.TOTDON.COM.LCU.NO,Credit to agriculture (current LCU),,,current LCU,Credit to agriculture.,FAO,"FAO, Statistics Division",raw,,,,,,credit to agriculture
CTA.TOTDON.COM.LCU.SH,"Credit to agriculture, share of agriculture value added (percent)",,,percent,Credit to agriculture.,FAO,"FAO, Statistics Division",raw,,,,,,credit to agriculture
GFRA.TOT.TOT.HA.NO,Total forest (ha),,thousand,ha,"Sum of 'Other naturally regenerated forest (ha)', 'Primary forest (ha)', and 'Planted forest (ha)'.",FAO,Global Forest Resources Assessment,raw,,,,,,global forest resources assessment
GFRA.TOT.ONRF.HA.NO,Other naturally regenerated forest (ha),Other naturally reg. forest,thousand,ha,Naturally regenerated forest is forest predominantly composed of trees established through natural regeneration. Other naturally regenerated forest is forest where there are clearly visible indications of human activities.,FAO,Global Forest Resources Assessment,raw,,,,,,global forest resources assessment
GFRA.TOT.ONRF.HA.SH,"Other naturally regenerated forest, share of total forest (percent)",Other naturally regenerated forest,,percent,,,Global Forest Resources Assessment,processed,,,,,,global forest resources assessment
GFRA.TOT.PF.HA.NO,Primary forest (ha),Primary forest,thousand,ha,"Primary forest is naturally regenerated forest of native species, where there are no clearly visible indications of human activities and the ecological processes are not significantly disturbed.",FAO,Global Forest Resources Assessment,raw,,,,,,global forest resources assessment
GFRA.TOT.PF.HA.SH,"Primary forest, share of total forest (percent)",Primary forest,,percent,,,Global Forest Resources Assessment,processed,,,,,,global forest resources assessment
GFRA.TOT.PLF.HA.NO,Planted forest (ha),Planted forest,thousand,ha,Planted forest is forest predominantly composed of trees established through planting and/or deliberate seeding.,FAO,Global Forest Resources Assessment,raw,,,,,,global forest resources assessment
GFRA.TOT.PLF.HA.SH,"Planted forest, share of total forest (percent)",Planted forest,,percent,,,Global Forest Resources Assessment,processed,,,,,,global forest resources assessment
FO.PRD.RW.M3.NO,Roundwood production (m3),Roundwood,,m3,See 'Roundwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1861,,,forestry
FO.PRD.RW.M3.SHP,Roundwood production per capita (m3/cap),Roundwood,,m3/cap,See 'Roundwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,
FO.PRD.RW.M3.GR50,Roundwood production annual growth (percent),Roundwood,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.EXQNT.RW.M3.NO,Export of roundwood (m3),Roundwood,,m3,See 'Roundwood'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5916,1861,,,forestry
FO.IMQNT.RW.M3.NO,Import of roundwood (m3),Roundwood,,m3,See 'Roundwood'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5616,1861,,,forestry
FO.PRD.IRW.M3.NO,Industrial roundwood production (m3),Industrial roundwood,,m3,See 'Industrial roundwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1865,,,forestry
FO.PRD.IRW.M3.GR50,Industrial roundwood production annual growth (percent),Industrial roundwood,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.WF.M3.NO,Woodfuel production (m3),Woodfuel,,m3,See 'Woodfuel' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1864,,,forestry
FO.PRD.WF.M3.GR50,Woodfuel production annual growth (percent),Woodfuel,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.RP.M3.NO,Recovered paper production (tonnes),Recovered paper,,tonnes,See 'Recovered paper' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5510,1669,,,forestry
FO.PRD.RP.M3.GR50,Recovered paper production annual growth (percent),Recovered paper,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.SW.M3.NO,Sawnwood production (m3),Sawnwood,,m3,See 'Sawnwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1872,,,forestry
FO.PRD.SW.M3.GR50,Sawnwood production annual growth (percent),Sawnwood,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.WBP.M3.NO,Wood-based panels production (m3),Wood-based panels,,m3,See 'Wood-based panels' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1873,,,forestry
FO.PRD.WBP.M3.GR50,Wood-based panels production annual growth (percent),Wood-based panels,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.WP.M3.NO,Wood pulp production (tonnes),Wood pulp,,tonnes,See 'Wood pulp' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5510,1875,,,forestry
FO.PRD.WP.M3.GR50,Wood pulp production annual growth (percent),Wood pulp,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.PPB.M3.NO,Paper and paperboard production (tonnes),Paper and paperboard,,tonnes,See 'Paper and paperboard' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5510,1876,,,forestry
FO.PRD.PPB.M3.GR50,Paper and paperboard production annual growth (percent),Paper and paperboard,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.EXQNT.RP.M3.NO,Export of recovered paper (tonnes),Recovered paper,,tonnes,Waste and scraps of paper or paperboard that have been collected for re-use as a raw material for the manufacture of paper and paperboard. It includes: paper and paperboard that has been used for its original purpose and residues from paper and paperboard production. See http://www.fao.org/forestry/62283/en/ for further information.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5910,1669,,,forestry
FO.EXQNT.SW.M3.NO,Export of sawnwood (m3),Sawnwood,,m3,"Wood that has been produced from both domestic and imported roundwood, either by sawing lengthways or by a profile-chipping process and that, with a few exceptions, exceeds 5 mm in thickness. It includes: planks, beams, joists, boards, rafters, scantlings, laths, boxboards, sleepers and ""lumber"", etc., in the following forms: unplaned, planed, grooved, tongued, fingerjointed, chamfered, rabbeted, V-jointed, beaded, etc. It excludes: wooden flooring.  See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5916,1872,,,forestry
FO.EXQNT.WBP.M3.NO,Export of wood-based panels (m3),Wood-based panels,,m3,"The wood-based panels category is an aggregate category. In the production and trade statistics, it represents the sum of: veneer sheets, plywood, particle board, and fibreboard.  See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5916,1873,,,forestry
FO.EXQNT.WP.M3.NO,Export of wood pulp (tonnes),Wood pulp,,tonnes,"Wood pulp is a fibrous material prepared from pulpwood, wood chips, particles, residues or recovered paper by mechanical and/or chemical process for further manufacture into paper, paperboard, fibreboard or other cellulose products. In the production and trade statistics, it represents the sum of: mechanical wood pulp; semi-chemical wood pulp; chemical wood pulp; and dissolving wood pulp. See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5910,1875,,,forestry
FO.EXQNT.PPB.M3.NO,Export of paper and paperboard (tonnes),Paper and paperboard,,tonnes,"The sum of Paper and Paperboard, Newsprint, Paper and Paperboard other than Newsprint, Printing and Writing Paper, Other Paper and Paperboard, Household and Sanitary Paper, Wrapping and Packaging Paper and Paperboard and Other Paper and Paperboard Not Elsewhere Specified. See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5910,1876,,,forestry
FO.EXVAL.TOT.USD.NO,Export of forest products (USD),Forest products,thousand,US$,Forest materials for commercial use.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5922,1877,,,forestry
FO.IMVAL.TOT.USD.NO,Import of forest products (USD),Forest products,thousand,US$,Forest materials for commercial use.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5622,1877,,,forestry
GHG.TOT.ALL.GG.NO,"All GHG agricultural sectors, total emissions in CO2eq (gigagrams)",All GHG agricultural sectors,,gigagrams CO2eq,"Agriculture Total contains all the emissions produced in the different agricultural emissions sub-domains, providing a picture of the contribution to the total amount of GHG emissions from agriculture. GHG Emissions from agriculture consist of non-CO2 gases, namely methane (CH4) and nitrous oxide (N2O), produced by crop and livestock production and management activities.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,1711,,,greenhouse gases
GHG.TOT.AS.GG.NO,"Agricultural soils, total emissions in CO2eq (gigagrams)",Agricultural soils,,gigagrams CO2eq,GHG emissions from agricultural soils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,1709,,,greenhouse gases
GHG.NFC.NERCO2EQ.GG.NO,"Net forest conversion, net emissions/removal in CO2eq (gigagrams)",Net forest conversion,,gigagrams CO2eq,GHG emissions data from forest land are currently limited to emissions from net forest conversion to non-forest land. They consist of the balance of CO2 sources and sinks associated with deforestation and afforestation activities within a country.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GF,7217,6750,,,greenhouse gases
GHG.EF.TECO2EQ.GG.NO,"Enteric fermentation, total emissions in CO2eq (gigagrams)",Enteric fermentation,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from enteric fermentation consist of methane gas produced in digestive systems of ruminants and to a lesser extent of non-ruminants.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5058,,,greenhouse gases
GHG.MM.TECO2EQ.GG.NO,"Manure management, total emissions in CO2eq (gigagrams)",Manure management,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from manure management consist of methane and nitrous oxide gases from aerobic and anaerobic decomposition processes.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5059,,,greenhouse gases
GHG.RC.TECO2EQ.GG.NO,"Rice cultivation, total emissions in CO2eq (gigagrams)",Rice cultivation,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from rice cultivation consist of methane gas from the anaerobic decomposition of organic matter in paddy fields.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5060,,,greenhouse gases
GHG.SF.TECO2EQ.GG.NO,"Synthetic fertilizers, total emissions in CO2eq (gigagrams)",Synthetic fertilizers,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from synthetic fertilizers consist of nitrous oxide gas from synthetic nitrogen additions to managed soils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5061,,,greenhouse gases
GHG.MATS.TECO2EQ.GG.NO,"Manure applied to soils, total emissions in CO2eq (gigagrams)",Manure applied to soils,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from manure applied to soils consist of nitrous oxide gas from nitrogen additions to managed soils from treated manure.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5062,,,greenhouse gases
GHG.MLOP.TECO2EQ.GG.NO,"Manure left on pasture, total emissions in CO2eq (gigagrams)",Manure left on pasture,,gigagrams CO2eq,Greenhouse Gases (GHG) emissions data from manure left on pasture consist of nitrous oxide gas from nitrogen additions to managed soils from grazing livestock.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5063,,,greenhouse gases
GHG.CR.TECO2EQ.GG.NO,"Crop residues, total emissions in CO2eq (gigagrams)",Crop residues,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions from crop residues consist of nitrous oxide gas from decomposition of nitrogen in crop residues left on managed soils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5064,,,greenhouse gases
GHG.CO.TECO2EQ.GG.NO,"Cultivated organic soils, total emissions in CO2eq (gigagrams)",Cultivated organic soils,,gigagrams CO2eq,"Greenhouse gas (GHG) emissions data from cultivated organic soils are those associated with nitrous oxide gas from drained organic soils. Computed at Tier 1 and complemented by geo-spatial data, following the 2006 IPCC Guidelines for National GHG Inventories (IPCC, 2006). Available by country, with global coverage and relative to the period 1990-2010 with annual updates.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,6759,,,greenhouse gases
GHG.BCR.TECO2EQ.GG.NO,"Burning crop residues, total emissions in CO2eq (gigagrams)",Burning crop residues,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions from burning crop residues consist of methane and nitrous oxide gases produced by the combustion of a percentage of the crop residues burnt on-site.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5066,,,greenhouse gases
GHG.CO.NERCO2EQ.GG.NO,"Cultivated organic soils, net emissions/removal in CO2eq (gigagrams)",Cultivated organic soils,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GC,7217,6759,,,greenhouse gases
GHG.CO.CO2EQ.GG.NO,Cultivated organic soils in CO2eq (gigagrams),Cultivated organic soils,,gigagrams CO2eq,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,greenhouse gases
ORG.TOT.AREA.HA.NO,Organic agriculture (ha),Organic agriculture,,ha,"Part of the area of the 'Permanent crops' exclusively dedicated to organic agriculture (or which is going through the organic conversion process) and managed by applying organic agriculture methods. It is the portion of land area managed (cultivated) or wild harvested in accordance with specific organic standards or technical regulations and that has been inspected and approved by a certification body. Data are from FiBL (Research Institute of Organic Agriculture) and International Federation of Organic Agriculture Movements (IFOAM) (2011). Data Tables from the FiBL-IFOAM Survey on Organic Agriculture Worldwide. The Organic World Website (www.organic-world.net) published by the Research Institute of Organic Agriculture (FiBL), Frick, Switzerland. Available at http://www.organic-world.net/statistics-data-tables.html.",FAO-FiBL-IFOAM,FiBL,raw,,,,,,organic agriculture
ORG.TOT.AREA.HA.SH,"Organic agriculture, share of total area (percent)",,,percent,,,FiBL,raw,,,,,,organic agriculture
QC.PRD.FCP.TN.NO,Fibre crops primary production (tonnes),Fibre crops primary,,tonnes,,,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,1753,,,organic agriculture
QC.PRD.FCP.TN.GR11,Fibre crops primary production annual growth (percent),Fibre crops primary,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,organic agriculture
CC.SATC.AM.C.NO,Global annual mean land-ocean temperature index (degree Celsius),Annual mean,,degree Celsius,"Global annual mean land-ocean temperature index, with base period 1951-1980.",Hansen et al. 2006,NASA,raw,,,,,,climate change
CC.SATC.5YM.C.NO,Global 5-Year running mean land-ocean temperature index (degree Celsius),5-Year running mean,,degree Celsius,"Global 5-years running mean land-ocean temperature index, with base period 1951-1980.",Hansen et al. 2007,NASA,raw,,,,,,climate change
CC.SATCN.AM.C.NO,"Global annual mean land-ocean temperature index, northern latitudes 90N-23.6N (degree Celsius)",Northern\nlatitudes,,degree Celsius,"Global annual mean land-ocean temperature index, northern latitudes 90N-23.6N with base period 1951-1980.",Hansen et al. 2008,NASA,raw,,,,,,climate change
CC.SATCL.AM.C.NO,"Global annual mean land-ocean temperature index, low latitudes 23.6N-23.6S (degree Celsius)",Low\nlatitudes,,degree Celsius,"Global annual mean land-ocean temperature index, low latitudes 23.6N-23.6S with base period 1951-1980.",Hansen et al. 2009,NASA,raw,,,,,,climate change
CC.SATCS.AM.C.NO,"Global annual mean land-ocean temperature index, southern latitudes 23.6S-90S (degree Celsius)",Southern\nlatitudes,,degree Celsius,"Global annual mean land-ocean temperature index, southern latitudes 23.6S-90S with base period 1951-1980.",Hansen et al. 2010,NASA,raw,,,,,,climate change
BIO.PRD.BFL.HA.NO,Area under bioenergy crops (ha),,thousand,ha,The assumed land area required to produce a given annual quantity of biofuel production.,Based on IEA biofuel production data,FAO,raw,,,,,,bioenergy
BIO.PRD.BFL.KT.NO,"Biofuel production (energy, kilotonne of oil equivalent)",,,kilotonne of oil equivalent,"Sum of ethanol and biodiesel production, reported in kilotonne of oil equivalent.","Energy Balances of OECD Countries and Energy Balances of Non-OECD Countries, 2011 editions",IEA,raw,,,,,,bioenergy
BIO.CU.BBE.HA.NO,Share of feedstocks used in bioenergy production (percent),,,percent,"Estimated shares of commodity globally used in non-food sectors, including industrial renewable materials and bioenergy.",FAO,"FAO, Statistics Division",raw,,,,,,bioenergy
POP.TOT.BASE.0406,"Population, average 1004-2006",Population,thousand,people,,,United Nations Population Division,processed,,,,,,population
QV.GPV.FOOD.ID.NO,Food gross production value (constant 2004-2006 I$),Food,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,152,2054,,,agricultural production value
QV.GPV.FOOD.BASE.0406,Food gross production value (average 2004-2006 I$),Food,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.GPCPV.FOOD.ID.SHP,Food gross per capita production value (per capita constant 2004-2006 I$),Food,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.GPV.FOOD.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.FOOD.ID.NO,Food net production value (constant 2004-2006 I$),Food,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2054,,,agricultural production value
QV.NPV.FOOD.BASE.0406,Food net production value (average 2004-2006 I$),Food,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.FOOD.ID.SHP,Food net per capita production value (per capita constant 2004-2006 I$),Food,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.FOOD.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.CRPS.ID.NO,Crops net production value (constant 2004-2006 I$),Crops,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2041,,,agricultural production value
QV.NPV.CRPS.BASE.0406,Crops net production value (average 2004-2006 I$),Crops,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.CRPS.ID.SHP,Crops net per capita production value (per capita constant 2004-2006 I$),Crops,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.CRPS.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.AGR.ID.NO,Agriculture net production value (constant 2004-2006 I$),Agriculture,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2051,,,agricultural production value
QV.NPV.AGR.BASE.0406,Agriculture net production value (average 2004-2006 I$),Agriculture,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.AGR.ID.SHP,Agriculture net per capita production value (per capita constant 2004-2006 I$),Agriculture,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.AGR.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.CRLS.ID.NO,Cereals net production value (constant 2004-2006 I$),Cereals,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,1717,,,agricultural production value
QV.NPV.CRLS.BASE.0406,Cereals net production value (average 2004-2006 I$),Cereals,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.CRLS.ID.SHP,Cereals net per capita production value (per capita constant 2004-2006 I$),Cereals,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.CRLS.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.LVSTCK.ID.NO,Livestock net production value (constant 2004-2006 I$),Livestock,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2044,,,agricultural production value
QV.NPV.LVSTCK.BASE.0406,Livestock net production value (average 2004-2006 I$),Livestock,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.LVSTCK.ID.SHP,Livestock net per capita production value (per capita constant 2004-2006 I$),Livestock,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.LVSTCK.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPV.NNFOOD.ID.NO,Non food net production value (constant 2004-2006 I$),Non food,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QV,154,2057,,,agricultural production value
QV.NPV.NNFOOD.BASE.0406,Non food net production value (average 2004-2006 I$),Non food,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QV.NPCPV.NNFOOD.ID.SHP,Non food net per capita production value (per capita constant 2004-2006 I$),Non food,,I$/cap,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
WEIGHT.POP.NPV.NNFOOD.0406,Weight,,,weight,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,agricultural production value
QI.GPIN.FOOD.IN.NO,Food gross production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,432,2054,,,production indices
QI.GPCPIN.FOOD.IN.NO,Food gross per capita production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,434,2054,,,production indices
QI.NPIN.FOOD.IN.NO,Food net production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2054,,,production indices
QI.NPCPIN.FOOD.IN.NO,Food net per capita production index number (2004-2006 = 100),Food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2054,,,production indices
QI.NPCPIN.FOOD.IN.GR11,"Food net per capita production index number, annual growth rate (percent)",Food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.FOOD.IN.CH1,"Food net per capita production index number, annual change (percent)",Food,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPIN.CRPS.IN.NO,Crops net production index number (2004-2006 = 100),Crops,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2041,,,production indices
QI.NPCPIN.CRPS.IN.NO,Crops net per capita production index number (2004-2006 = 100),Crops,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2041,,,production indices
QI.NPCPIN.CRPS.IN.GR11,"Crops net per capita production index number, annual growth (percent)",Crops,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.CRPS.IN.CH1,"Crops net per capita production index number, annual change (percent)",Crops,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPIN.AGR.IN.NO,Agriculture net production index number (2004-2006 = 100),Agriculture,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2051,,,production indices
QI.NPCPIN.AGR.IN.NO,Agriculture net per capita production index number (2004-2006 = 100),Agriculture,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2051,,,production indices
QI.NPIN.CRLS.IN.NO,Cereals net production index number (2004-2006 = 100),Cereals,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,1717,,,production indices
QI.NPCPIN.CRLS.IN.NO,Cereals net per capita production index number (2004-2006 = 100),Cereals,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,1717,,,production indices
QI.NPIN.LVSTCK.IN.NO,Livestock net production index number (2004-2006 = 100),Livestock,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2044,,,production indices
QI.NPCPIN.LVSTCK.IN.NO,Livestock net per capita production index number (2004-2006 = 100),Livestock,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,438,2044,,,production indices
QI.NPCPIN.LVSTCK.IN.GR11,"Livestock net per capita production index number, annual growth (percent)",Livestock,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPCPIN.LVSTCK.IN.CH1,"Livestock net per capita production index number, annual change (percent)",Livestock,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,production indices
QI.NPIN.NNFOOD.IN.NO,Non food net production index number (2004-2006 = 100),Non food,,index,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,QI,436,2057,,,production indices
